book_id,title,authors,isbn,language_code,average_rating,ratings_count,original_publication_year,books_count,work_text_reviews_count
29384,Owner attack interesting care none,"Nancy Leigh DeMoss, Elisabeth Elliot",978-0-947671-01-3,deu,3.79,8175,2008.0,79,2075
29385,Team hope piece,Scott Westerfeld,978-0-611-42517-1,dan,4.33,68701,2014.0,223,632
29386,Indicate manager they else,Jeffery Deaver,978-0-630-51009-4,fra,3.84,17350,1967.0,93,2711
29387,Although down important state,Gregory Maguire,978-1-55347-213-1,fra,4.23,12982,1999.0,62,2145
29388,Leader involve,Mathias Malzieu,978-0-930747-35-0,dan,4.09,26289,1589.0,327,2689
29389,National change,A.J. Jacobs,978-1-309-51848-9,fra,4.13,20658,1996.0,414,1567
29390,Opportunity their,"Edgar Allan Poe, Benjamin F. Fisher",978-0-06-324943-1,fra,3.83,52435,1993.0,323,2496
29391,Manager service,Melody Beattie,978-0-682-64954-4,deu,4.11,13199,2013.0,86,2273
29392,Push may compare Republican however,Stephen M.R. Covey,978-1-60739-178-4,fra,3.65,1735368,1848.0,218,165
29393,Movement author since song fill,"Greg Rucka, J.H. Williams III, Rachel Maddow",978-0-409-01052-7,dan,4.16,111448,2008.0,312,922
29394,Tend relate,Tom Stoppard,978-1-317-40306-7,dan,4.07,15851,1999.0,246,2122
29395,Strategy authority machine theory,"خالد الخميسي, Khaled Al Khamissi",978-1-7382194-9-0,fra,3.94,38240,2010.0,141,334
29396,Soon conference yourself official week,Patricia McCormick,978-1-4618-7114-9,deu,4.09,12811,2004.0,370,2654
29397,Away week accept,"Charles Bernard Nordhoff, James Norman Hall",978-0-473-82289-7,dan,4.12,41377,1938.0,422,698
29398,Strong five do,Ken Grimwood,978-1-81471-019-4,deu,4.24,51511,2013.0,409,1512
29399,World involve stand,Rita Williams-Garcia,978-1-9784-4919-0,deu,3.69,25532,2015.0,182,116
29400,Trouble family,Angela Johnson,978-0-415-38654-8,fra,4.14,36748,1990.0,288,1281
29401,Response TV true,Lloyd C. Douglas,978-0-662-47344-2,fra,4.23,8823,2011.0,131,1764
29402,Rock determine nation from,خالد الباتلي,978-1-75369-647-4,fra,4.09,50383,2009.0,306,1056
29403,Official share art white,Ashwin Sanghi,978-1-4277-4850-8,fra,4.06,8565,2013.0,302,1345
29404,White adult,Beth Revis,978-0-320-13744-0,dan,3.81,18789,2003.0,312,1820
29405,Arm sister Mrs,Rachel Bertsche,978-0-16-066547-9,fra,4.24,36825,1880.0,23,1393
29406,Interview although,"Doris Kearns Goodwin, Suzanne Toren",978-1-76949-284-8,fra,4.08,14124,2001.0,351,2391
29407,Candidate could offer store,Leslye Walton,978-1-4998-8462-3,fra,4.35,24390,1993.0,203,2264
29408,Store away raise up remember,Jeffrey Brown,978-1-908814-45-6,deu,4.28,13412,2013.0,407,475
29409,Win hospital,"Kate Chopin, Cynthia Brantley Johnson, Alyssa  Harad",978-0-545-11761-6,fra,4.1,54848,2016.0,153,236
29410,They executive,"William Shakespeare, Sylvan Barnet, Alvin Kernan, Russell Fraser",978-0-02-591315-8,deu,3.94,7714,2004.0,483,1887
29411,Make attention participant those,"Tetsuko Kuroyanagi, Chihiro Iwasaki, Dorothy Britton",978-0-254-05314-4,dan,3.69,10301,2009.0,270,2496
29412,This under final PM food,Cristina Henriquez,978-0-7197-1160-2,dan,3.96,17917,1995.0,215,2012
29413,Fine need cover serious,Simon Garfield,978-0-913256-51-0,dan,4.04,15606,2009.0,130,2813
29414,Want management,George R.R. Martin,978-1-4096-9958-3,dan,3.95,31242,1939.0,312,1099
29415,Employee body service,Justin Halpern,978-1-81382-045-0,dan,4.31,21143,1998.0,218,1946
29416,Trouble necessary government term,"Jean-Paul Sartre, Lloyd Alexander, Hayden Carruth",978-1-7380808-9-2,dan,4.25,9477,2005.0,210,2914
29417,Learn cause walk score,Scott B. Smith,978-0-04-791847-6,fra,4.02,22039,2014.0,50,179
29418,Rate soldier kind arm,Robert Goolrick,978-1-153-89499-9,fra,3.95,17203,1992.0,102,2641
29419,Road charge,Martin Sixsmith,978-1-5369-4060-2,deu,4.05,29596,1962.0,28,1923
29420,Important laugh,"Michael Chabon, Jay Ryan",978-1-269-90178-9,deu,4.5,10994,2009.0,183,1786
29421,Few four structure discuss herself,"Dai Sijie, Ina Rilke",978-1-09-932671-4,deu,4.18,30713,1995.0,337,1977
29422,Day yard share,Carol Shields,978-1-899526-01-7,deu,4.38,13372,1900.0,347,2446
29423,Matter concern,"Jim Krueger, Alex Ross, Doug Braithwaite",978-1-05-226792-4,dan,3.94,23790,2005.0,208,447
29424,Employee crime actually,"Vi Keeland, Penelope Ward",978-1-4461-9588-8,fra,4.1,746287,1994.0,11,1426
29425,Find fear song,"Alexander Pushkin, James E. Falen",978-0-670-42249-4,deu,4.04,64391,2016.0,337,2067
29426,Some star resource,"Jon Stone, Michael J. Smollin",978-1-4267-8805-5,dan,3.98,25138,2016.0,323,2873
29427,Group area,"Penelope Douglas, Nelson Hobbs",978-0-7709-3525-2,dan,3.78,249113,2013.0,154,13
29428,Defense might,Shakti Gawain,978-0-7704-2434-3,dan,3.88,13345,1998.0,482,2614
29429,Hotel week believe represent price,"Ian Caldwell, Dustin Thomason",978-1-5405-7256-1,dan,3.64,15899,1999.0,435,806
29430,Low low,Eckhart Tolle,978-1-74444-739-9,fra,3.9,10333,2000.0,415,2180
29431,History wonder source,Louise Doughty,978-0-934152-41-9,fra,4.0,11207,2016.0,143,2240
29432,Research bring either,Tracy Chevalier,978-0-418-97441-4,dan,4.38,12573,1997.0,428,344
29433,Pull lead whom sing mind,Héctor Tobar,978-1-5118-6898-3,deu,4.25,28291,2008.0,325,2780
29434,Better training figure peace dinner,Susan Elia MacNeal,978-0-475-01989-9,fra,4.32,40060,1992.0,438,2509
29435,Natural station material statement,Karen Marie Moning,978-0-406-78470-4,dan,4.17,31669,2005.0,255,806
29436,Evening natural life serious,Gemma Halliday,978-1-350-63866-2,dan,4.03,12142,1959.0,370,558
29437,Accept matter,Rysa Walker,978-1-157-67345-3,dan,3.89,8344,2004.0,495,1088
29438,Challenge then,Justine Korman Fontes,978-1-298-50282-7,deu,4.31,13931,2003.0,89,1438
29439,Although play thank movie,"Mark Millar, Steve McNiven, Dexter Vines, Morry Hollowell",978-1-5182-4308-0,fra,4.03,41177,1985.0,226,566
29440,Like assume,Gail Carson Levine,978-1-146-99524-5,dan,4.28,28875,1998.0,31,1603
29441,Right seven commercial beat scene,"Corina Bomann, Alison Layland",978-0-86125-183-4,dan,3.92,32763,2007.0,89,749
29442,World teacher cell wait,Daniel Defoe,978-1-888233-06-3,deu,3.96,13082,1998.0,126,1294
29443,Use onto product simply,"William Carlos Williams, Charles Tomlinson",978-1-71358-128-4,deu,4.08,9981,2007.0,255,2037
29444,Suggest use wish,Edan Lepucki,978-1-07-853757-5,fra,4.13,206792,2015.0,68,2565
29445,Good fine pattern again choice,Scarlett Thomas,978-1-948652-93-3,deu,4.29,29759,1999.0,91,2544
29446,Themselves despite,Billie Letts,978-1-280-48370-7,deu,3.47,25262,1996.0,488,2
29447,Police notice,Linda Kage,978-1-190-30898-5,deu,4.08,11452,1996.0,264,2157
29448,Board husband ago,"Avery Monsen, Jory John",978-1-04-369519-4,deu,4.32,21213,1995.0,480,1525
29449,Central spend box response,Jeff Hobbs,978-1-5199-4223-4,dan,4.12,16704,2014.0,78,1970
29450,News yes,Gena Showalter,978-1-09-462280-4,fra,4.13,1903563,2016.0,364,377
29451,Value cost sure chance,Carol Ryrie Brink,978-1-58795-386-6,dan,3.81,12510,2001.0,225,1091
29452,The arrive account list what,Charles Burns,978-1-04-862788-6,deu,4.32,40565,2009.0,139,2449
29453,Bill letter police,John Corey Whaley,978-0-436-68614-6,deu,3.94,20500,2000.0,206,408
29454,Like end finally particularly,Lisa Renee Jones,978-0-04-652971-0,fra,4.43,9096,2007.0,410,2714
29455,Seek move young,Marybeth Mayhew Whalen,978-1-215-12211-4,fra,3.72,8634,2010.0,43,637
29456,Amount voice least structure,Dalton Trumbo,978-0-8453-8303-2,fra,3.9,285692,1954.0,344,2776
29457,Work opportunity under exist different,Gloria Naylor,978-0-7519-0332-4,deu,4.04,9758,1925.0,1,1027
29458,Parent whose third worry certainly,"Rien Poortvliet, Wil Huygen",978-0-7047-8551-9,dan,4.33,10265,1120.0,403,2416
29459,International bad describe bed,Joel Osteen,978-1-07-305497-8,deu,4.18,27207,1959.0,497,2509
29460,Manage whether see never again,Beryl Markham,978-0-919968-22-6,deu,3.86,17565,2010.0,135,1146
29461,Art kind reveal what,R. Scott Bakker,978-0-931849-49-7,fra,4.13,97925,2014.0,48,1166
29462,Create part summer money,Eric Hill,978-1-4472-9127-5,deu,4.01,46847,1932.0,114,2933
29463,Without world film but,"Yukio Mishima, John Nathan",978-1-57305-402-7,fra,3.96,593173,2006.0,86,1294
29464,While someone have eat,"Larry Niven, Jerry Pournelle",978-0-7874-5577-4,fra,3.71,9714,2007.0,96,495
29465,I stand yeah best,Don DeLillo,978-1-4805-7224-9,deu,4.04,21053,2001.0,419,2140
29466,Above church field,Forrest Carter,978-0-624-78577-4,deu,3.82,20148,2012.0,94,1636
29467,Partner culture security open occur,"A.A. Milne, Ernest H. Shepard",978-1-387-73400-9,fra,4.07,19214,2005.0,92,14
29468,They charge per figure station,Nikolai Gogol,978-0-373-78527-8,fra,3.82,10772,2006.0,355,1497
29469,Husband use speech sure,James Agee,978-0-298-00423-2,fra,4.21,14144,2011.0,337,1271
29470,Ask recognize deep,Barbara Cooney,978-1-84757-761-0,deu,3.63,1064521,1990.0,454,1622
29471,Amount white image,"Hugh Lofting, Michael Hague",978-1-74954-043-9,deu,4.27,12825,1990.0,99,1500
29472,Time line drop,B.J. Novak,978-1-5085-2096-2,deu,3.49,37410,2015.0,189,2949
29473,Body firm,Andrew Clements,978-0-594-73440-6,dan,3.61,19276,1998.0,77,1600
29474,Today only either,"Franz Kafka, Edwin Muir, Willa Muir, Max Brod",978-0-7383-0595-0,deu,3.49,22994,1990.0,76,236
29475,Worry research wait detail close,Gennifer Albin,978-0-464-87569-7,deu,4.53,103933,2015.0,379,1973
29476,Lose best without,Mircea Eliade,978-0-579-79298-8,fra,4.28,38050,1997.0,109,2375
29477,Step deal head,Devdutt Pattanaik,978-0-649-39091-5,fra,3.99,223432,2011.0,48,890
29478,Leg group,Gregg Hurwitz,978-0-442-67688-9,fra,3.48,12247,2011.0,48,1120
29479,Central too program,Rob Buyea,978-0-529-09443-8,deu,3.7,241537,2005.0,211,641
29480,Either people fish bank perhaps,"Ayn Rand, Leonard Peikoff",978-0-17-999227-6,deu,3.95,20411,1924.0,360,2180
29481,Artist line line sing,Boris Vian,978-0-674-06905-3,dan,3.97,22207,1950.0,203,1512
29482,Travel job,Shari Lapena,978-0-918515-04-9,fra,4.16,45045,2001.0,55,1004
29483,Picture director task view they,R.J. Palacio,978-1-303-39224-5,deu,4.06,18358,1995.0,360,1736
29484,Me past type,"Charles Dickens, Katharine Kroeber Wiley",978-1-7344667-4-4,fra,4.07,18329,2004.0,294,2068
29485,Treatment good bit responsibility,Rosalind Miles,978-0-17-439333-7,dan,4.25,43460,1994.0,418,2750
29486,Perhaps never personal,Daniel Glattauer,978-1-02-269625-9,fra,3.95,30596,2015.0,181,746
29487,Value hair trial face trial,Laura  McBride,978-1-100-22268-4,dan,4.13,35071,2002.0,476,45
29488,Shoulder debate ahead dinner,Helene Hanff,978-0-266-21596-7,deu,3.97,16224,2006.0,232,1787
29489,Worry democratic six program,Todd J. McCaffrey,978-1-371-30948-0,deu,4.5,13779,2010.0,242,2635
29490,Improve necessary,"Pattie Boyd, Penny Junor",978-0-17-258458-4,fra,4.25,24920,2003.0,141,2871
29491,Certain star leave,أحمد خالد توفيق,978-1-68516-799-8,dan,4.09,16558,2009.0,20,2087
29492,Recognize green require series explain,Malcolm Gladwell,978-0-301-10591-8,deu,4.29,31242,2009.0,30,1117
29493,Customer black analysis,Larry Correia,978-1-360-02646-6,deu,4.26,11604,2016.0,66,2737
29494,Deep participant future,"Gustave Flaubert, Margaret Mauldon, Malcolm Bowie, Mark Overstall",978-0-200-19644-4,fra,4.2,25267,2012.0,396,2462
29495,Top those quality whom,Peter  Swanson,978-0-7793-2175-9,fra,3.96,21540,1554.0,6,115
29496,Statement unit along yes,David Shannon,978-1-06-321146-6,deu,3.74,9209,1988.0,224,861
29497,Popular improve,Rachel Dratch,978-1-956393-13-2,deu,3.72,21410,2007.0,169,2341
29498,Discuss quite outside reach,"Jeph Loeb, Tim Sale, Gregory Wright, Richard Starkings",978-0-292-74505-6,deu,4.16,11547,2010.0,366,2047
29499,Ahead know adult,Ted Dekker,978-0-15-744057-7,fra,3.87,508214,2015.0,160,841
29500,Key remember individual treatment summer,Lloyd Jones,978-0-15-700394-9,deu,4.29,10060,2008.0,125,2752
29501,Difficult step third,Flannery O'Connor,978-0-290-77009-8,fra,3.85,11034,2012.0,350,2537
29502,Machine money appear,Adam Hochschild,978-0-7090-1881-0,dan,3.87,24365,2016.0,229,2830
29503,Past community after,"أحلام مستغانمي, Ahlam Mosteghanemi",978-0-12-064177-2,deu,3.8,15497,2015.0,20,1981
29504,Check page protect fine,Michael Herr,978-1-70990-612-1,dan,3.87,24319,1989.0,253,2786
29505,Whole world cut,"Marguerite Henry, Wesley Dennis",978-0-14-628529-5,deu,3.95,180961,2012.0,330,876
29506,Cut technology I,Lew Wallace,978-0-06-137236-0,fra,3.76,43929,1967.0,57,2461
29507,World attention big guy organization,"Roberto Aguirre-Sacasa, Stephen King, Mike Perkins, Laura       Martin",978-1-4210-1303-9,fra,3.86,81982,2013.0,34,2277
29508,Sure color oil contain,"Fyodor Dostoyevsky, Richard Pevear, Larissa Volokhonsky",978-1-4102-3995-2,dan,3.78,22817,2011.0,154,1043
29509,Difficult above ability total share,Robert Hughes,978-1-114-99148-4,deu,4.12,118475,2002.0,94,1632
29510,Great shake lose,Michael Crichton,978-1-64780-733-7,fra,3.22,14221,2007.0,144,1393
29511,Role yes capital,Jamie McGuire,978-1-71022-951-6,dan,4.07,10560,2014.0,155,2873
29512,Foot buy religious,Rafael Sabatini,978-0-7158-6463-0,deu,4.29,12396,2006.0,64,2377
29513,Always paper record,"Annette Pollert, L.J. Smith",978-0-907765-58-5,deu,4.48,15697,2015.0,181,1320
29514,Author go fall yet car,"Gabriel García Márquez, J.S. Bernstein",978-0-01-737850-7,fra,4.36,119735,2001.0,34,1556
29515,Star old investment central,Clare Mackintosh,978-0-09-888557-4,fra,4.16,16917,2011.0,275,1037
29516,Everyone likely few blue side,Amy Tan,978-1-81641-441-0,dan,4.05,38879,2011.0,403,581
29517,Bank music image senior,"Mike Carey, Bill Willingham, Peter Gross",978-0-522-31892-0,dan,4.52,17219,1926.0,180,373
29518,Million both hear,"Mikhail Bulgakov, Katherine Tiernan O'Connor, Diana Burgin, Ellendea Proffer",978-0-653-53584-5,deu,4.02,563994,1956.0,369,2087
29519,Rate only,Sarah Dessen,978-1-86630-827-1,dan,3.37,10461,2015.0,63,163
29520,Major guy edge trial near,"Herman Parish, Lynn Sweat",978-0-495-28616-5,deu,3.91,31499,2016.0,69,2205
29521,Spring special,"Neil Gaiman, Mike Allred, Gary Amaro, Mark Buckingham, David Giordano, Tony Harris, Steve Leialoha, Vince Locke, Shea Anton Pensa, Alec Stevens, Bryan Talbot, John Watkiss, Todd Klein, Michael Zulli, Stephen King",978-0-7990-5229-9,dan,3.95,64949,2011.0,470,2545
29522,Century sister report,Elly Griffiths,978-0-272-20266-1,dan,3.93,11977,2005.0,66,429
29523,Audience job past well,James D. Watson,978-1-385-58010-3,fra,4.39,22368,2011.0,350,1014
29524,Skill environmental beat structure simple,"David  Perlmutter, Kristin Loberg",978-0-917720-60-4,dan,4.12,9705,2012.0,122,682
29525,Idea husband,"Edmund Spenser, Thomas P. Roche, C. Patrick O'Donnell",978-1-72643-597-0,dan,3.91,22845,2011.0,50,2006
29526,Arm major need product,"Hiro Mashima, William Flanagan",978-0-203-71147-7,deu,4.33,7907,1992.0,387,256
29527,Think blue determine hear,Victoria Hislop,978-1-58849-746-8,dan,4.07,28653,1993.0,452,713
29528,Weight it trade really,"Avery Monsen, Jory John",978-0-12-051869-2,dan,4.33,44395,2011.0,201,1525
29529,Identify teach southern nature,Andrew Ross Sorkin,978-1-5030-2666-7,deu,4.14,4769,2009.0,320,502
29530,Class the,Malorie Blackman,978-0-8109-3453-5,dan,4.07,19147,2013.0,490,875
29531,Whole name away,Kristan Higgins,978-1-64023-521-2,fra,3.59,22268,2010.0,401,439
29532,Prepare establish off,"Bob Gale, Devin Grayson, Alex Maleev, Dale Eaglesham",978-1-4871-3066-4,deu,4.13,18761,2000.0,326,2360
29533,Data land technology,"W.G. Sebald, Anthea Bell",978-1-948731-58-4,dan,4.24,47682,2014.0,332,2564
29534,Rise allow,Marie Rutkoski,978-1-77471-881-0,deu,3.93,26713,2007.0,353,791
29535,Exactly new stuff,R.S. Grey,978-1-5128-2573-2,fra,4.12,32191,2007.0,9,2271
29536,Deep above,Alan Cumming,978-0-499-13727-2,deu,4.12,23783,1984.0,72,795
29537,Congress once,Richard Castle,978-1-5052-2191-6,fra,3.93,50953,2009.0,371,2826
29538,Near standard whom middle current,"Nora Roberts, MacLeod Andrews",978-0-919778-29-0,deu,3.77,47139,2011.0,113,234
29539,Will natural husband base whether,Adeline Yen Mah,978-0-206-38734-1,deu,3.75,38387,2012.0,148,299
29540,Information me heavy,John O'Hara,978-1-100-89813-1,deu,4.02,13081,1981.0,168,2937
29541,Article happy themselves consumer,"Elena Ferrante, Ann Goldstein",978-0-06-139512-3,dan,3.8,10609,2016.0,106,1784
29542,Doctor successful,"Augustine of Hippo, Henry Chadwick, Albert Cook Outler",978-0-696-07862-0,fra,3.42,72481,2007.0,372,1720
29543,Case site that,Paula Brackston,978-1-335-74894-2,dan,3.21,32313,2003.0,42,2924
29544,Treat notice,"Arlene Mosel, Blair Lent",978-0-528-43544-7,deu,4.33,15798,1950.0,51,502
29545,If join human,Rebecca Skloot,978-0-506-01143-4,dan,3.74,26437,2004.0,256,769
29546,Pass every positive,Carlos Castaneda,978-0-7164-0941-0,dan,4.18,12948,2015.0,231,812
29547,Support class fall second,Roz Chast,978-1-72681-277-1,fra,4.24,14699,2001.0,460,2799
29548,Special spend similar,Lucy Grealy,978-1-00-061534-0,fra,4.24,38484,2014.0,185,643
29549,Present factor,Lynne Truss,978-1-4687-4223-7,dan,3.93,25180,2008.0,100,1253
29550,Sea animal successful,Alfred Lansing,978-0-328-81611-8,fra,3.71,9178,2006.0,245,895
29551,Tough past car hope,Bill Simmons,978-1-990287-18-3,fra,3.54,133728,1991.0,331,2886
29552,Kid cut condition,"Ron Hall, Denver Moore, Lynn Vincent",978-0-01-169155-8,fra,4.19,12580,2005.0,11,2974
29553,Better better recently,Lisi Harrison,978-1-62990-847-2,deu,3.87,35620,1892.0,441,1419
29554,Only member represent,Django Wexler,978-1-84217-734-1,deu,4.35,12220,2013.0,62,1762
29555,Physical contain notice,Penny Reid,978-1-04-585832-0,dan,3.97,10688,2005.0,391,2372
29556,Set bill fly national,Simon Sinek,978-0-395-75296-8,deu,3.56,24803,-500.0,83,1455
29557,Bad book finally with,Kasie West,978-1-02-514167-1,deu,3.69,11509,2004.0,214,2491
29558,Level institution whether quite,James A. Michener,978-0-680-46131-5,deu,4.21,55037,2013.0,230,1797
29559,Large young people avoid,"Tom Stoppard, Henry Popkin",978-0-12-938858-6,fra,3.76,11397,2000.0,443,702
29560,Very cup age almost,"Julio Cortázar, Gregory Rabassa",978-0-389-36152-7,fra,3.49,51856,2013.0,234,78
29561,Yet miss,Danielle L. Jensen,978-1-175-54293-9,dan,3.93,58571,2005.0,130,1987
29562,Foreign decide sing matter,"Ozzy Osbourne, Chris Ayres",978-1-255-09452-5,dan,4.07,17330,2003.0,462,449
29563,New create,Sharon M. Draper,978-1-64467-434-5,fra,3.79,60193,1968.0,115,1611
29564,Certain worry plan,"W. Chan Kim, Renée Mauborgne",978-0-9766431-8-0,dan,4.01,10761,2000.0,217,919
29565,Foot management push,J. Maarten Troost,978-1-4931-6419-6,fra,4.22,12871,2003.0,482,2787
29566,Commercial parent herself,Roberto Bolaño,978-1-62185-852-2,deu,4.07,36054,2013.0,476,2448
29567,Opportunity magazine themselves animal,Becky Albertalli,978-0-7981-5947-0,fra,3.95,33160,1995.0,234,617
29568,Free friend,Peggy Rathmann,978-1-255-69810-5,fra,3.98,66923,1995.0,433,2065
29569,Mind collection start anyone,Kimberly McCreight,978-0-16-399366-1,fra,4.27,22176,2011.0,231,133
29570,Require create especially eye world,Elisabeth Egan,978-1-900014-20-5,dan,4.06,14299,2003.0,278,367
29571,Figure guess third,Sandra Boynton,978-0-370-63896-6,fra,4.46,9843,2013.0,67,1691
29572,Summer girl myself,Suzanne Collins,978-1-144-54861-0,deu,3.93,11638,2004.0,372,2759
29573,Organization stage fill,"Fyodor Dostoyevsky, Andrew R. MacAndrew, Ben Marcus",978-0-9663919-7-8,dan,4.04,22505,1989.0,161,2485
29574,Choose mean country,Joy Adamson,978-1-05-072097-1,dan,4.14,33209,2012.0,59,2938
29575,Among cold writer,Ernest J. Gaines,978-1-926693-79-8,dan,3.94,20681,2011.0,318,2461
29576,Tell answer else war,Nic Sheff,978-0-371-91311-6,deu,4.33,11245,1999.0,237,246
29577,Several pattern floor impact under,"Bill Watterson, G.B. Trudeau",978-0-616-36437-6,deu,3.81,16286,2000.0,466,2025
29578,Wife receive table,Evan Wright,978-0-348-18778-6,fra,4.15,17561,2001.0,491,467
29579,Why view,Thomas Wolfe,978-0-86290-879-9,deu,3.96,35111,2015.0,301,1049
29580,Democrat agent best good,John Hodgman,978-0-449-81959-3,deu,3.94,160330,2014.0,379,421
29581,Line center season fire,"Ralph Waldo Emerson, Peter Norberg",978-1-109-01254-5,deu,3.57,31911,2015.0,496,336
29582,Thought size,Alexandre Dumas,978-0-232-51279-3,fra,4.31,24839,2005.0,351,805
29583,Away bad thought,Lawrence Wright,978-1-84526-402-4,deu,4.33,32507,1984.0,62,2651
29584,Interview somebody movement tree,"Homer, Robert Fagles, Bernard Knox",978-0-442-40939-5,deu,3.75,15757,1992.0,48,449
29585,Box talk per,Eric Clapton,978-1-921871-08-5,fra,3.98,15738,1951.0,187,295
29586,Also relationship,Sharon Kay Penman,978-0-7748-0134-8,dan,4.12,7823,2010.0,101,190
29587,Level north,"Walter Farley, Keith Ward",978-1-4973-3466-3,dan,4.4,41866,2015.0,440,1742
29588,Address people case party,"Charles Baudelaire, Richard Howard",978-1-02-809133-1,fra,4.15,24606,1941.0,253,933
29589,Great on develop her,"Thomas à Kempis, William Benham",978-0-8437-8802-0,fra,4.17,19380,2003.0,194,1721
29590,Expert open and trouble assume,Amy Efaw,978-1-4380-4998-4,deu,3.92,19655,2011.0,13,1304
29591,Good effort friend enter great,"محمد المنسي قنديل, Mohamed Mansi Qandil",978-0-559-94870-1,dan,3.7,16759,2014.0,239,394
29592,Thousand order sell couple,"Malika Oufkir, Michèle Fitoussi",978-0-365-53614-7,fra,4.12,13353,1996.0,425,204
29593,Office explain,Michael Crichton,978-1-65029-832-0,deu,4.38,102348,2013.0,182,2210
29594,Who ever,Sloane Crosley,978-0-8462-5983-1,dan,4.03,20761,2004.0,399,1243
29595,Rate article prove,Patricia MacLachlan,978-0-291-90934-3,dan,4.36,15047,2007.0,61,2567
29596,Sister plant,Simon R. Green,978-0-10-086869-4,deu,3.85,37986,-400.0,296,576
29597,Food kitchen let,"Simon Kuper, Stefan Szymanski",978-0-918652-81-2,deu,3.86,22024,2014.0,457,1489
29598,Foot employee ahead,"Julee Rosso, Sheila Lukins, Michael McLaughlin",978-0-04-762788-0,dan,3.82,8888,1998.0,180,2395
29599,Head word collection here,Kate Beaton,978-1-4254-5631-3,fra,4.11,24180,1776.0,300,2296
29600,Current place,Peter Matthiessen,978-1-5277-1032-0,deu,4.29,17181,1985.0,81,2246
29601,Most matter seek meet treatment,"Patrick Ness, Jim Kay, Siobhan Dowd",978-0-212-17447-8,deu,4.34,26898,2011.0,480,2749
29602,Suggest bill,"Lena Dunham, Joana Avillez",978-0-580-63281-5,fra,3.99,19016,1948.0,451,1150
29603,Condition in consumer,Dave Barry,978-1-955742-36-8,deu,4.09,28416,2012.0,55,2736
29604,Perhaps name there record evening,"Sarah L. Delany, A. Elizabeth Delany, Amy Hill Hearth",978-0-16-441027-3,deu,3.8,33675,1941.0,323,965
29605,Six tree public true,Robert C. O'Brien,978-1-5240-0426-2,deu,3.98,34169,1882.0,254,9
29606,Listen Mrs city well,"Stephanie Perkins, Holly Black, Ally Carter, Matt de la Pena, Gayle Forman, Jenny Han, David Levithan, Kelly Link, Myra McEntire, Rainbow Rowell, Laini Taylor, Kiersten White",978-0-8493-0978-6,dan,4.12,9332,2002.0,297,952
29607,Idea add not,"Slash, Anthony Bozza",978-1-4837-5272-3,fra,4.18,23736,1966.0,142,1487
29608,Degree likely collection after,سهراب سپهری,978-1-00-482582-0,deu,3.95,18655,1904.0,57,1628
29609,Else option month,Mark  Edwards,978-1-03-780254-6,fra,3.71,8112,2012.0,496,2612
29610,Play society argue,Cora Carmack,978-1-56788-593-4,fra,4.15,19964,2007.0,451,1397
29611,Area structure wrong than usually,"Cynthia Hand, Brodi Ashton, Jodi Meadows",978-1-76587-681-9,dan,4.14,57763,2010.0,329,2173
29612,Quality everybody how,Caroline B. Cooney,978-1-56946-559-2,dan,3.48,35680,2001.0,132,2316
29613,Door assume near base,William Faulkner,978-1-78539-087-6,fra,3.43,17813,2005.0,234,1933
29614,Admit fast,Emma Healey,978-1-7336644-2-4,deu,3.64,54140,2014.0,22,104
29615,Alone once hot,"Michelle Knight, Michelle Burford",978-1-968076-78-8,dan,3.54,18425,1977.0,364,2521
29616,To many occur audience recently,Rick Bragg,978-1-81166-266-3,deu,4.12,45874,2008.0,296,2523
29617,Election money,Randall Wallace,978-1-78598-572-0,fra,4.04,791850,2002.0,12,495
29618,Send himself,Richard Adams,978-0-564-70967-0,dan,4.12,50206,1992.0,397,1625
29619,Hold young call create Mrs,"Mary Norton, Beth Krush, Joe Krush",978-1-78400-957-1,deu,3.6,10004,1978.0,372,611
29620,Tend early large look,Samuel Beckett,978-1-79367-443-2,fra,4.16,100223,2009.0,108,2429
29621,Example some,Julie   Murphy,978-1-82995-459-0,fra,4.18,72797,2005.0,482,2466
29622,Affect his admit work maybe,Jennifer Estep,978-0-88648-792-8,dan,4.06,175616,2007.0,498,1715
29623,Consumer fast ask happy,"Laura Joffe Numeroff, Felicia Bond",978-1-03-566189-3,dan,3.99,23778,2010.0,194,51
29624,Statement foreign seven child debate,Matthew      Lewis,978-0-927988-02-5,dan,3.7,11547,1989.0,394,2556
29625,Money finally,Alyson Richman,978-0-217-87381-9,fra,3.92,18529,2005.0,162,1766
29626,Article black station spend,"Jennifer L. Holm, Tad Carpenter",978-0-526-54149-2,dan,4.21,22535,1980.0,444,599
29627,Final fear miss,"Garth Ennis, Steve Dillon, Joe R. Lansdale",978-0-19-837371-1,deu,4.09,91625,2005.0,126,2384
29628,Effect design,Kathleen Tessaro,978-1-176-32851-8,fra,4.63,34789,2009.0,84,2438
29629,Produce officer yes voice system,"Dalai Lama XIV, Howard C. Cutler",978-0-921604-26-6,fra,3.9,18913,1992.0,400,1905
29630,Debate dog although control live,Helene Wecker,978-0-17-738516-2,deu,4.1,15364,2008.0,366,874
29631,Attack grow,"Jane Yolen, Mark Teague",978-1-80206-385-1,deu,3.68,6874,2008.0,353,2912
29632,Heavy staff,"Muriel Barbery, Alison Anderson",978-1-81655-761-2,deu,4.12,93119,2016.0,472,1560
29633,Cup born artist to,J.D. Salinger,978-1-65764-104-4,fra,3.24,17221,2005.0,71,90
